"STATION","NAME","DATE","AWND","PRCP","SNOW","TMAX"
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-09-29",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-09-30",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-10-01",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-10-02",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-10-03",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-10-04",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-10-05",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-10-06",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-10-07",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-10-08",,"0.79",,
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-10-09",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-10-10",,"0.30",,
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-10-11",,"1.02",,
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-10-12",,"0.11",,
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-10-13",,"0.02",,
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-10-14",,"0.21",,
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-10-15",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-10-16",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-10-17",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-10-18",,"0.03",,
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-10-19",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-10-20",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-10-21",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-10-22",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-10-23",,"0.31",,
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-10-24",,"0.01",,
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-10-25",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-10-26",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-10-27",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-10-28",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-10-29",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-10-30",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-10-31",,"0.03",,
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-11-01",,"0.04",,
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-11-02",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-11-03",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-11-04",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-11-05",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-11-06",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-11-07",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-11-08",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-11-09",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-11-10",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-11-11",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-11-12",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-11-13",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-11-14",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-11-15",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-11-16",,"0.38",,
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-11-17",,"0.02",,
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-11-18",,"0.20",,
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-11-19",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-11-20",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-11-21",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-11-22",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-11-23",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-11-24",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-11-25",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-11-26",,"0.01",,
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-11-27",,"2.65",,
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-11-28",,"0.02",,
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-11-29",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-11-30",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-12-01",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-12-02",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-12-03",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-12-04",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-12-05",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-12-06",,"0.02",,
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-12-07",,"1.12",,
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-12-08",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-12-09",,"0.96",,
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-12-10",,"0.44",,
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-12-11",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-12-12",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-12-13",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-12-15",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-12-16",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2013-12-17",,"0.00","0.0",
"US1VAAB0009","SHADWELL 1.0 E, VA US","2014-02-15",,"0.28",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-01-10",,"0.05","0.0",
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-01-12",,"1.32",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-01-13",,"0.09",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-01-18",,"0.01",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-01-21",,"0.40","2.0",
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-01-23",,"0.07","1.0",
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-01-24",,"0.08",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-01-27",,"0.13",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-01-28",,"0.06",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-02-02",,"0.26",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-02-03",,"0.34",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-02-05",,"0.01",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-02-09",,"0.04",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-02-11",,"0.07",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-02-17",,"0.26",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-02-20",,"0.42","6.0",
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-02-23",,"0.01",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-02-25",,"0.21",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-03-01",,"1.22",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-03-03",,"0.59",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-03-06",,"0.41","6.0",
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-03-22",,"0.18",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-03-25",,"2.98",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-03-26",,"0.06",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-03-29",,"0.01",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-04-18",,"0.04",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-04-19",,"0.44",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-04-22",,"0.35",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-04-23",,"0.46",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-04-24",,"0.05",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-04-26",,"0.32",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-04-27",,"0.14",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-04-29",,"0.11","0.0",
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-05-01",,"0.12",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-05-02",,"0.03",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-05-04",,"0.05",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-05-06",,"0.19",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-05-09",,"0.07",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-05-10",,"0.10",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-05-14",,"0.18",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-05-15",,"0.85",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-05-16",,"0.55",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-05-30",,"0.17",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-06-01",,"0.01",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-06-02",,"0.52",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-06-06",,"0.10",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-06-07",,"0.01",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-06-12",,"0.24",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-06-13",,"0.48",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-06-19",,"0.19",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-06-23",,"0.19",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-06-25",,"0.02",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-06-26",,"0.58",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-07-02",,"0.02",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-07-05",,"0.30",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-07-09",,"0.18",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-07-10",,"0.04",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-07-15",,"0.81",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-07-16",,"0.27",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-07-19",,"0.42",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-07-20",,"0.06",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-07-21",,"0.21",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-07-22",,"0.07",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-07-24",,"0.06",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-07-25",,"0.67",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-07-28",,"0.06",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-08-06",,"0.02",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-08-08",,"0.10",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-08-10",,"0.43",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-08-11",,"1.22",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-08-14",,"0.17",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-08-15",,"0.08",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-08-16",,"0.38",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-08-18",,"0.31",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-08-20",,"0.25",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-08-21",,"0.03",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-08-22",,"0.30",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-08-23",,"0.08",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-08-25",,"0.01",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-08-26",,"1.30",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-08-29",,"0.01",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-09-02",,"0.06",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-09-03",,"0.17",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-09-04",,"0.17",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-09-05",,"0.15",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-09-06",,"0.12",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-09-07",,"0.63",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-09-09",,"0.14",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-09-18",,"0.12",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-09-19",,"0.96",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-09-28",,"0.01",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-09-29",,"0.12",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-10-02",,"0.49",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-10-03",,"0.99",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-10-04",,"0.02",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-10-08",,"0.09",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-10-09",,"0.33",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-10-16",,"0.20",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-10-19",,"0.66",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-10-29",,"0.44",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-11-13",,"0.40",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-11-14",,"0.06",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-11-27",,"0.02",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-12-03",,"0.01",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-12-07",,"0.01",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-12-10",,"0.09",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-12-11",,"0.21",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-12-16",,"0.12",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-12-18",,"0.03",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-12-21",,"0.93",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-12-25",,"0.16",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-12-26",,"0.07","0.0",
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-12-27",,"0.98","0.0",
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2012-12-30",,"0.08","0.0",
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-01-06",,"0.01","0.0",
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-01-12",,"0.05",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-01-13",,"0.02",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-01-15",,"0.64",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-01-16",,"1.39",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-01-17",,"0.16",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-01-18",,"0.72","0.0",
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-01-24",,"0.83","3.0",
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-01-28",,"0.19","0.0",
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-01-29",,"0.07",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-01-31",,"2.89",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-02-09",,"0.40","3.0",
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-02-11",,"0.06",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-02-14",,"0.05",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-02-20",,"0.06",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-02-27",,"1.08",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-03-08",,"1.31","12.0",
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-03-12",,"0.50",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-03-17",,"0.26",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-03-18",,"0.35","3.0",
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-03-19",,"0.46","0.0",
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-03-25",,"0.65","7.0",
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-04-01",,"0.03",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-04-05",,"0.49",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-04-12",,"0.87",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-04-13",,"0.08",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-04-15",,"0.15",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-04-16",,"0.18",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-04-19",,"0.09",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-04-20",,"0.52",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-04-25",,"0.05",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-04-29",,"0.24",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-04-30",,"0.09",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-05-01",,"0.04",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-05-07",,"0.65",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-05-08",,"1.01",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-05-09",,"0.09",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-05-10",,"0.02",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-05-11",,"0.21",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-05-17",,"0.42",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-05-18",,"0.41",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-05-19",,"0.19",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-05-20",,"0.03",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-05-23",,"0.02",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-05-24",,"0.23",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-06-03",,"0.19",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-06-07",,"2.05",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-06-08",,"0.67",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-06-10",,"2.29",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-06-11",,"0.43",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-06-14",,"0.06",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-06-18",,"0.90",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-06-19",,"0.20",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-06-27",,"0.36",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-06-30",,"0.00",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-07-02",,"0.08",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-07-03",,"0.11",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-07-04",,"0.85",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-07-08",,"0.06",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-07-09",,"0.54",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-07-11",,"0.95",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-07-12",,"1.12",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-07-14",,"0.15",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-07-17",,"0.17",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-07-18",,"0.08",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-07-22",,"0.16",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-07-29",,"0.20",,
"US1VAAB0007","CHARLOTTESVILLE 5.9 NNW, VA US","2013-08-01",,"0.13",,
